Frame,Boundary,Phase,Speed,GammaFreq,GammaAmp,MasterFreq,PosX,PosY,PosZ,ThetaBeta,ThetaGamma,ThetaZeta,ThetaPsi,ThetaPhi
790,,0.016593,2.000000,9.885484,97.660312,9.885484,-1.714518,3.340042,7.247271,8.338780,60.226817,8.144703,9.768619,-27.069368
836,,0.086290,2.000000,9.885484,97.660312,9.885484,-1.836102,3.370438,7.308294,28.481247,68.889103,-7.576138,11.453347,-30.013208
837,,0.087805,2.000000,9.885484,97.660312,9.885484,-1.838756,3.371102,7.309595,28.490930,75.949560,-7.004474,12.826536,-32.412674
838,,0.089320,2.000000,9.885484,97.660312,9.885484,-1.841412,3.371766,7.310896,28.479655,82.426359,-6.370819,14.086210,-34.613786
839,,0.090835,2.000000,9.885484,97.660312,9.885484,-1.844068,3.372429,7.312195,28.447430,88.262178,-5.680783,15.221219,-36.597064
840,,0.092350,2.000000,9.885484,97.660312,9.885484,-1.846724,3.373093,7.313494,28.394278,93.405371,-4.940470,16.221519,-38.344956
841,,0.093865,2.000000,9.885484,97.660312,9.885484,-1.849381,3.373757,7.314791,28.320238,97.810419,-4.156435,17.078257,-39.841993
842,,0.095380,2.000000,9.885484,97.660312,9.885484,-1.852038,3.374421,7.316088,28.225364,101.438339,-3.335614,17.783851,-41.074926
843,,0.096896,2.000000,9.885484,97.660312,9.885484,-1.854695,3.375086,7.317383,28.109728,104.257022,-2.485273,18.332057,-42.032843
844,,0.098411,2.000000,9.885484,97.660312,9.885484,-1.857353,3.375750,7.318678,27.973413,106.241523,-1.612937,18.718023,-42.707267
845,,0.099926,2.000000,9.885484,97.660312,9.885484,-1.860012,3.376415,7.319971,27.816520,107.374279,-0.726327,18.938333,-43.092229
846,YES,0.000283,2.000000,10.160299,103.442194,10.160299,-1.862671,3.377079,7.321264,0.159718,127.637879,0.195200,19.989481,-44.981592
847,,0.001798,2.000000,10.160299,103.442194,10.160299,-1.865331,3.377744,7.322555,0.965621,112.761676,1.116177,19.365385,-43.864588
848,,0.003313,2.000000,10.160299,103.442194,10.160299,-1.867991,3.378408,7.323846,1.778659,111.137318,2.046067,19.059276,-43.329290
849,,0.004828,2.000000,10.160299,103.442194,10.160299,-1.870651,3.379073,7.325135,2.590320,108.567469,2.956828,18.574989,-42.482409
850,,0.006343,2.000000,10.160299,103.442194,10.160299,-1.873312,3.379738,7.326423,3.399973,105.076153,3.839947,17.917052,-41.331863
851,,0.007858,2.000000,10.160299,103.442194,10.160299,-1.875974,3.380403,7.327710,4.206991,100.696008,4.687169,17.091616,-39.888409
852,,0.009374,2.000000,10.160299,103.442194,10.160299,-1.878636,3.381069,7.328996,5.010750,95.467984,5.490571,16.106398,-38.165540
853,,0.010889,2.000000,10.160299,103.442194,10.160299,-1.881298,3.381735,7.330281,5.810626,89.440954,6.242645,14.970607,-36.179363
854,,0.012404,2.000000,10.160299,103.442194,10.160299,-1.883961,3.382401,7.331565,6.606000,82.671263,6.936359,13.694862,-33.948446
855,,0.013919,2.000000,10.160299,103.442194,10.160299,-1.886624,3.383067,7.332848,7.396256,75.222198,7.565227,12.291090,-31.493644
856,,0.015434,2.000000,10.160299,103.442194,10.160299,-1.889288,3.383733,7.334130,8.180780,67.163397,8.123372,10.772413,-28.837907
901,,0.083616,2.000000,10.160299,103.442194,10.160299,-2.009615,3.413836,7.390786,29.222964,70.571916,-7.901030,11.414747,-29.961167
902,,0.085131,2.000000,10.160299,103.442194,10.160299,-2.012300,3.414507,7.392020,29.239778,78.386897,-7.312908,12.887476,-32.536555
903,,0.086646,2.000000,10.160299,103.442194,10.160299,-2.014985,3.415179,7.393252,29.233936,85.562557,-6.656421,14.239725,-34.901257
904,,0.088161,2.000000,10.160299,103.442194,10.160299,-2.017671,3.415851,7.394484,29.205443,92.031812,-5.937706,15.458853,-37.033167
905,,0.089677,2.000000,10.160299,103.442194,10.160299,-2.020358,3.416523,7.395715,29.154319,97.734186,-5.163482,16.533462,-38.912356
906,,0.091192,2.000000,10.160299,103.442194,10.160299,-2.023044,3.417196,7.396944,29.080606,102.616369,-4.340986,17.453507,-40.521254
907,,0.092707,2.000000,10.160299,103.442194,10.160299,-2.025731,3.417869,7.398173,28.984360,106.632719,-3.477908,18.210386,-41.844822
908,,0.094222,2.000000,10.160299,103.442194,10.160299,-2.028419,3.418542,7.399401,28.865656,109.745690,-2.582316,18.797024,-42.870685
909,,0.095737,2.000000,10.160299,103.442194,10.160299,-2.031107,3.419215,7.400627,28.724586,111.926178,-1.662584,19.207936,-43.589254
910,,0.097252,2.000000,10.160299,103.442194,10.160299,-2.033795,3.419888,7.401853,28.561259,113.153800,-0.727309,19.439281,-43.993811
911,YES,0.000345,2.000000,10.435115,109.716150,10.435115,-2.036484,3.420561,7.403078,0.195065,133.407089,0.238392,19.987607,-44.978313
912,,0.001860,2.000000,10.435115,109.716150,10.435115,-2.039174,3.421234,7.404301,1.051074,118.900997,1.216313,19.844750,-44.728312
913,,0.003375,2.000000,10.435115,109.716150,10.435115,-2.041863,3.421906,7.405524,1.906227,117.040099,2.194405,19.505643,-44.134875
914,,0.004891,2.000000,10.435115,109.716150,10.435115,-2.044554,3.422580,7.406745,2.759826,114.123708,3.150858,18.974197,-43.204844
915,,0.006406,2.000000,10.435115,109.716150,10.435115,-2.047245,3.423253,7.407965,3.611176,110.180580,4.076242,18.255650,-41.947388
916,,0.007921,2.000000,10.435115,109.716150,10.435115,-2.049936,3.423926,7.409184,4.459582,105.249599,4.961431,17.357090,-40.374908
917,,0.009436,2.000000,10.435115,109.716150,10.435115,-2.052628,3.424600,7.410402,5.304354,99.379386,5.797696,16.287377,-38.502909
918,,0.010951,2.000000,10.435115,109.716150,10.435115,-2.055320,3.425274,7.411618,6.144802,92.627828,6.576792,15.057058,-36.349851
919,,0.012466,2.000000,10.435115,109.716150,10.435115,-2.058013,3.425949,7.412834,6.980241,85.061499,7.291036,13.678265,-33.936963
920,,0.013982,2.000000,10.435115,109.716150,10.435115,-2.060706,3.426624,7.414049,7.809992,76.755009,7.933385,12.164594,-31.288040
921,,0.015497,2.000000,10.435115,109.716150,10.435115,-2.063399,3.427298,7.415262,8.633376,67.790265,8.497505,10.530972,-28.429201
